"","ID","Fixed.Calls","Duration","Mobile","International","Broadband","Cluster"
"337","C155900",86.836119,9263.079885,36.384676,29.798689,0,1
"338","C156000",49.312247,4692.994562,65.333046,10.382434,0.328723,1
"339","C156100",179.320327,7073.377965,182.865302,21.545734,0,1
"340","C156200",115.006415,6235.464107,69.828104,20.287241,0,1
"341","C156400",98.808862,5360.077821,19.812253,9.089139,0,1
"342","C156600",151.282453,9595.992746,3.536597,0,0,1
"343","C156700",59.257797,3900.052175,1.364772,7.333281,0,1
"344","C156800",91.551114,6542.295179,12.699048,10.092574,0,1
"345","C157000",71.842969,4845.772754,44.919239,0,0,1
"346","C157300",62.693322,4701.174948,7.358733,0,5589.660359,1
"347","C157400",173.37375,7912.843953,30.667327,37.614771,0,1
"348","C157500",128.17178,9971.655723,0.477638,14.701221,4.148867,1
"349","C157600",128.231696,7955.290605,21.951554,10.24563,0,1
"350","C157800",80.49511,7889.016385,118.24706,0,202.861343,1
"351","C157900",48.98165,3356.180067,0.300876,7.097016,0,1
"352","C158000",54.598278,1674.769359,91.782266,33.21099,0,1
"353","C158100",91.197867,8001.065681,7.58402,25.541138,1.26112,1
"354","C158400",75.458961,6886.754967,30.596317,3.682182,765.782698,1
"355","C158500",95.295643,9781.729678,2.461253,32.298093,0,1
"356","C158700",70.702995,1977.047526,101.127653,58.320631,0,1
"357","C158800",3.324914,52.439257,1.2818,1.382788,121.11718,1
"358","C158900",43.524026,3265.84844,15.689493,5.643917,0,1
"359","C159100",37.42519,1616.90878,204.863747,21.910966,0,1
"360","C159200",20.187073,871.426607,0,0,181.738562,1
"361","C159300",59.617591,4606.259885,13.93003,7.967481,0,1
"362","C159400",107.107969,6713.458558,1.211958,5.637276,0,1
"363","C159600",170.009096,10722.9537,6.564842,0,0.202334,1
"364","C159800",8.221702,899.600296,2.039704,7.440061,0,1
"365","C160000",102.752436,5522.138301,2.443737,7.52119,0,1
"366","C160100",71.10848,6937.651485,4.23228,43.332544,0,1
"367","C160300",226.799874,9149.486976,12.474601,11.397817,0,1
"368","C160800",63.693869,2180.749679,0,0,1129.415902,1
"369","C160900",136.817992,7930.059572,91.983873,43.540256,0,1
"370","C161000",156.801966,5775.699437,100.055954,134.436889,0,1
"371","C161300",97.027025,5632.899938,1.140205,0,1172.577655,1
"372","C161400",126.448385,7233.010055,3.177933,6.621779,53.944826,1
"373","C161600",182.199599,11122.35185,44.437397,40.837311,0,1
"374","C161800",235.355542,11487.61389,28.996429,6.645097,0,1
"375","C162000",179.331727,6515.825825,12.982166,29.221843,0,1
"376","C162400",34.409494,2793.570359,7.280414,17.349121,0,1
"377","C162500",49.164694,3511.38012,8.996037,25.13213,0.368304,1
"378","C162700",196.902967,10234.03786,23.619765,15.695367,0,1
"379","C162900",12.711849,846.034628,18.150466,1.380638,257.647995,1
"380","C163000",31.114832,1781.182549,9.923148,8.762566,0,1
"381","C163100",70.138293,3821.860347,214.060124,7.734439,0,1
"382","C163200",56.393956,3148.169088,14.027552,6.370458,0,1
"383","C163300",47.190111,3639.65744,90.13385,0,4391.912938,1
"384","C163400",65.370301,4323.018956,0.620314,0,1364.232538,1
"385","C163500",154.064509,10015.39172,21.514312,10.60749,213.590646,1
"386","C163600",84.453718,6953.493989,70.656846,12.663912,3.064333,1
"387","C163700",67.772835,7146.989741,9.300544,15.227354,0,1
"388","C163800",37.190517,2324.212414,0.824066,9.70938,0,1
"389","C163900",160.802887,10057.65579,158.878976,38.151518,89.754388,1
"390","C164100",88.609658,6208.205179,205.955096,17.348242,3.644619,1
"391","C164200",99.854255,6317.815031,30.922705,9.477734,3.242802,1
"392","C164400",48.080221,4346.664592,2.98209,19.513566,0,1
"393","C164600",99.450043,4938.855994,85.656329,19.409376,647.286965,1
"394","C164700",159.776408,9450.088981,4.257762,12.665072,0,1
"395","C164900",55.931153,3658.890449,26.463175,10.895521,0,1
"396","C165000",146.672286,8681.853482,136.826928,52.256948,0,1
"397","C165100",56.956385,3087.381191,67.279562,8.561448,48.302828,1
"398","C165200",70.113017,5784.438655,2.417375,5.934968,0,1
"399","C165300",51.014064,3579.072813,3.757866,14.345332,0,1
"400","C165400",175.539069,8407.521017,258.938612,10.212746,0,1
"401","C165500",93.955552,8450.43143,134.070968,12.264193,0,1
"402","C165600",124.96183,7986.805946,14.709324,7.668122,0,1
"403","C165700",82.342692,4056.270138,2.398907,10.105063,0,1
"404","C165800",56.713069,5402.001935,41.443729,26.165598,0,1
"405","C165900",58.293667,4198.2215,4.573084,9.323666,6.456694,1
"406","C166000",62.765558,4480.337552,35.667381,7.654101,0,1
"407","C166100",107.746756,5429.398084,67.410227,19.668407,30.820305,1
"408","C166200",168.618186,8495.387515,40.481252,9.643837,193.270175,1
"409","C166600",45.385787,3221.059534,11.742081,13.97445,0,1
"410","C166800",52.507637,3958.378231,0.160077,6.737846,0,1
"411","C167000",146.3754,8453.245903,2.881768,7.796612,0,1
"412","C167100",159.410854,10464.30417,41.841001,6.941306,0,1
"413","C167200",110.789088,7897.058194,1.203557,0,1398.590866,1
"414","C167300",111.869352,8319.329456,9.931157,13.457057,0,1
"415","C167400",61.115517,3835.338722,0.973349,0,2887.254132,1
"416","C167500",89.216186,5712.598035,50.369644,21.586575,0,1
"417","C167600",67.286305,4728.683794,25.277299,8.280721,0,1
"418","C167700",101.433541,4916.868897,0.623595,12.606539,0,1
"419","C167800",66.494665,8773.395624,315.132626,0,267.790211,1
"420","C167900",111.950301,9570.96375,36.466106,14.373346,27.937771,1
"421","C168100",148.358513,11104.3118,2.715622,18.238688,0,1
"422","C168300",91.407441,4657.143681,81.440745,0,1614.397137,1
"423","C168400",153.646241,11045.60662,12.310263,8.458107,0,1
"424","C168500",144.229909,8859.574346,0.665627,0,1097.455196,1
"425","C169100",211.569923,11022.94026,63.065146,26.88635,0,1
"426","C169400",70.784476,5054.578392,10.790598,7.71283,14.629411,1
"427","C169600",104.873941,5291.213234,19.837445,0,1127.179597,1
